task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
3	cf/43a8a6	1255202	NFCORE_VIRALRECON:ILLUMINA:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet.csv)	COMPLETED	0	2022-02-14 12:57:20.786	814ms	0ms	82.8%	11.1 MB	16.3 MB	692.8 KB	3.2 KB
22	9a/21a799	1255548	NFCORE_VIRALRECON:ILLUMINA:CAT_FASTQ (4662)	COMPLETED	0	2022-02-14 12:57:21.688	946ms	10ms	72.7%	2.9 MB	3.9 MB	13.2 MB	13.1 MB
16	7e/44cba8	1255572	NFCORE_VIRALRECON:ILLUMINA:CAT_FASTQ (4538)	COMPLETED	0	2022-02-14 12:57:21.699	951ms	7ms	88.9%	2.9 MB	3.9 MB	5.8 MB	5.7 MB
1	a0/70c288	1181753	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (SARS-CoV-2.reference.fasta)	CACHED	0	2022-02-14 11:39:49.977	705ms	0ms	62.7%	3.2 MB	5.4 MB	139.3 KB	4.8 KB
4	8f/288008	1187388	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:COLLAPSE_PRIMERS (SARS-CoV-2.scheme.bed)	CACHED	0	2022-02-14 11:40:30.434	841ms	0ms	101.8%	11 MB	16 MB	682.8 KB	4.3 KB
2	cd/0a7001	1181757	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:SNPEFF_BUILD (SARS-CoV-2.reference.fasta)	CACHED	0	2022-02-14 11:39:49.980	2.3s	1s	55.1%	76.8 MB	15.4 GB	17.9 MB	17.1 KB
6	71/e1f3e0	1186228	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BOWTIE2_BUILD (SARS-CoV-2.reference.fasta)	CACHED	0	2022-02-14 11:40:23.138	1s	0ms	148.2%	9.7 MB	14.9 MB	1.8 MB	8.4 MB
19	5d/7592cf	1256205	NFCORE_VIRALRECON:ILLUMINA:CAT_FASTQ (4534)	COMPLETED	0	2022-02-14 12:57:22.641	751ms	11ms	128.0%	2.9 MB	3.9 MB	12.8 MB	12.7 MB
18	cc/8bed77	1256234	NFCORE_VIRALRECON:ILLUMINA:CAT_FASTQ (4645)	COMPLETED	0	2022-02-14 12:57:22.657	873ms	14ms	106.7%	2.9 MB	3.9 MB	17 MB	16.9 MB
12	a6/20b9b9	1255526	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (4693)	COMPLETED	0	2022-02-14 12:57:21.675	2.5s	1s	124.2%	68.9 MB	74.6 MB	13.7 MB	3.9 MB
17	f2/8f96e1	1256746	NFCORE_VIRALRECON:ILLUMINA:CAT_FASTQ (4581)	COMPLETED	0	2022-02-14 12:57:23.395	888ms	21ms	80.0%	3.4 MB	6.5 MB	30.9 MB	30.8 MB
13	21/d1e605	1256833	NFCORE_VIRALRECON:ILLUMINA:CAT_FASTQ (4535)	COMPLETED	0	2022-02-14 12:57:23.534	1s	6ms	88.9%	3 MB	3.9 MB	3.1 MB	3.1 MB
7	4b/1c2290	1257290	NFCORE_VIRALRECON:ILLUMINA:CAT_FASTQ (3165)	COMPLETED	0	2022-02-14 12:57:24.289	908ms	7ms	84.2%	2.9 MB	3.9 MB	3.3 MB	3.2 MB
20	81/e99e06	1257461	NFCORE_VIRALRECON:ILLUMINA:CAT_FASTQ (4649)	COMPLETED	0	2022-02-14 12:57:24.552	680ms	6ms	88.9%	2.9 MB	3.9 MB	2.5 MB	2.4 MB
9	2e/1cbfae	1257173	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (4542)	COMPLETED	0	2022-02-14 12:57:24.213	1.1s	1s	102.3%	26.2 MB	1 GB	417.5 KB	380.5 KB
5	18/f88668	1182391	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:UNTAR_NEXTCLADE_DB (nextclade_sars-cov-2_MN908947_2022-01-18T12_00_00Z.tar.gz)	CACHED	0	2022-02-14 11:39:51.694	1s	49ms	117.1%	6.9 MB	11.1 MB	12.2 MB	21.8 MB
21	a8/a207c0	1257968	NFCORE_VIRALRECON:ILLUMINA:CAT_FASTQ (4658)	COMPLETED	0	2022-02-14 12:57:25.200	1s	23ms	74.4%	3.3 MB	6.5 MB	30.3 MB	30.3 MB
8	26/3892b2	1258022	NFCORE_VIRALRECON:ILLUMINA:CAT_FASTQ (3182)	COMPLETED	0	2022-02-14 12:57:25.235	995ms	4ms	114.3%	0	0	373 KB	288.5 KB
11	b9/8351ae	1258078	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (4676)	COMPLETED	0	2022-02-14 12:57:25.302	3.4s	3s	127.1%	377.3 MB	1.1 GB	23 MB	8.2 MB
14	b9/99aab1	1258962	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (4693)	COMPLETED	0	2022-02-14 12:57:28.742	4.3s	2s	203.7%	309.6 MB	4.6 GB	23.4 MB	2.3 MB
15	b8/0833fa	1259368	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (4676)	COMPLETED	0	2022-02-14 12:57:33.041	5.1s	3s	163.8%	330.9 MB	4.6 GB	27.5 MB	2.3 MB
10	00/841ef6	1259828	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (4542)	COMPLETED	0	2022-02-14 12:57:38.184	4.1s	2s	179.6%	264 MB	4.6 GB	20 MB	2 MB
24	b1/07cb00	1260277	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (4662)	COMPLETED	0	2022-02-14 12:57:42.288	4.5s	4s	134.2%	1.2 GB	1.8 GB	33.2 MB	14.3 MB
23	13/b11f16	1260739	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (4662)	COMPLETED	0	2022-02-14 12:57:46.747	5.1s	3s	180.0%	564.8 MB	4.6 GB	33.1 MB	2.1 MB
26	72/2d1c45	1261250	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (4538)	COMPLETED	0	2022-02-14 12:57:51.890	4s	2s	226.4%	303.1 MB	4.6 GB	25.8 MB	2.5 MB
25	f7/28689a	1261696	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (4538)	COMPLETED	0	2022-02-14 12:57:55.925	3.4s	3s	123.8%	684.4 MB	1.1 GB	19.5 MB	6.5 MB
28	55/52cf71	1262055	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (4534)	COMPLETED	0	2022-02-14 12:57:59.356	4.5s	4s	136.8%	1.3 GB	1.7 GB	32.8 MB	13.9 MB
27	5b/769707	1262474	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (4534)	COMPLETED	0	2022-02-14 12:58:03.824	5.1s	3s	161.4%	585.9 MB	4.6 GB	32.7 MB	2.2 MB
30	83/8da5d7	1262978	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (4645)	COMPLETED	0	2022-02-14 12:58:08.943	6.2s	4s	131.9%	508.3 MB	4.6 GB	36.9 MB	2.2 MB
29	c3/d04275	1263537	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (4645)	COMPLETED	0	2022-02-14 12:58:15.159	5.4s	5s	137.1%	1.4 GB	1.8 GB	37 MB	18.7 MB
31	79/1f4492	1264049	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_TRIM (4693)	COMPLETED	0	2022-02-14 12:58:20.571	4.2s	3s	206.5%	300.9 MB	4.6 GB	23.7 MB	2.3 MB
32	5d/993013	1264501	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (4581)	COMPLETED	0	2022-02-14 12:58:24.740	5.7s	4s	165.5%	1.4 GB	1.9 GB	50.9 MB	33.6 MB
33	66/4f8cb1	1265014	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (4581)	COMPLETED	0	2022-02-14 12:58:30.411	7.2s	6s	146.2%	719.7 MB	4.8 GB	50.8 MB	2.2 MB
34	3f/34937a	1265632	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BOWTIE2_ALIGN (4693)	COMPLETED	0	2022-02-14 12:58:37.613	3.5s	2s	1092.9%	166.2 MB	1.9 GB	44.6 MB	36 MB
36	17/624b09	1266203	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (4535)	COMPLETED	0	2022-02-14 12:58:41.144	4.1s	2s	219.0%	320.9 MB	4.6 GB	23.1 MB	2.4 MB
35	94/3463b0	1266599	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (4535)	COMPLETED	0	2022-02-14 12:58:45.271	2.2s	2s	115.8%	856.7 MB	1.1 GB	12.3 MB	3.6 MB
37	2d/b25a48	1266946	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (3165)	COMPLETED	0	2022-02-14 12:58:47.498	4.2s	2s	206.3%	300.2 MB	4.6 GB	23.2 MB	2.4 MB
38	e3/b0d52f	1267353	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (3165)	COMPLETED	0	2022-02-14 12:58:51.718	2s	1s	129.8%	1006.1 MB	1.1 GB	12.7 MB	3.7 MB
40	76/8aff24	1267697	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (4649)	COMPLETED	0	2022-02-14 12:58:53.751	1.9s	1s	114.0%	1.1 GB	1.6 GB	9.7 MB	2.9 MB
39	fa/0d84b4	1268000	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (4649)	COMPLETED	0	2022-02-14 12:58:55.688	4.1s	2s	216.4%	314 MB	4.6 GB	22.4 MB	2.2 MB
41	0c/74c779	1268405	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_TRIM (4542)	COMPLETED	0	2022-02-14 12:58:59.803	4.2s	2s	164.5%	267.5 MB	4.6 GB	20 MB	2 MB
42	2c/728e9d	1268809	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BOWTIE2_ALIGN (4542)	COMPLETED	0	2022-02-14 12:59:03.964	1.1s	0ms	122.3%	11.4 MB	22.8 MB	10.2 MB	1.2 MB
44	74/fb0d99	1269118	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (4658)	COMPLETED	0	2022-02-14 12:59:05.097	6.2s	4s	159.2%	870.6 MB	4.7 GB	50.2 MB	2.2 MB
43	5e/18d83f	1269632	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (4658)	COMPLETED	0	2022-02-14 12:59:11.273	5.4s	5s	166.9%	1.4 GB	1.8 GB	50.3 MB	32.9 MB
45	f7/4a8c25	1270145	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (3182)	COMPLETED	0	2022-02-14 12:59:16.718	1.1s	0ms	102.8%	14.9 MB	29.6 MB	1.2 MB	606 KB
46	5f/b25193	1270435	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (3182)	COMPLETED	0	2022-02-14 12:59:17.790	4s	2s	179.2%	290.4 MB	4.5 GB	20.4 MB	2.5 MB
47	5a/49efd7	1270841	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_TRIM (4676)	COMPLETED	0	2022-02-14 12:59:21.824	5.1s	3s	157.7%	306.9 MB	4.6 GB	28 MB	2.3 MB
48	d3/49aa42	1271308	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BOWTIE2_ALIGN (4676)	COMPLETED	0	2022-02-14 12:59:26.883	5.9s	5s	1143.4%	166.8 MB	1.9 GB	87.8 MB	79.8 MB
49	ee/a021bc	1272095	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_TRIM (4662)	COMPLETED	0	2022-02-14 12:59:32.819	5.1s	3s	184.3%	435.3 MB	4.6 GB	34 MB	2.2 MB
50	de/73bfd9	1272602	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BOWTIE2_ALIGN (4662)	COMPLETED	0	2022-02-14 12:59:37.884	11.1s	10s	1168.4%	169.3 MB	1.9 GB	148.9 MB	142 MB
51	7d/02f566	1273920	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_TRIM (4538)	COMPLETED	0	2022-02-14 12:59:48.974	4.2s	2s	192.1%	286.7 MB	4.6 GB	26.4 MB	2.6 MB
52	49/6c271c	1274370	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BOWTIE2_ALIGN (4538)	COMPLETED	0	2022-02-14 12:59:53.188	3.1s	2s	1072.2%	162.3 MB	1.9 GB	82.9 MB	75.2 MB
53	8a/b720d8	1274938	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_TRIM (4534)	COMPLETED	0	2022-02-14 12:59:56.322	5.3s	4s	187.9%	388.9 MB	4.6 GB	33.6 MB	2.3 MB
54	7d/ec4303	1275401	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BOWTIE2_ALIGN (4534)	COMPLETED	0	2022-02-14 13:00:01.576	11.3s	11s	1168.4%	170.1 MB	1.9 GB	143.9 MB	136.8 MB
55	cf/40a484	1276775	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_TRIM (4645)	COMPLETED	0	2022-02-14 13:00:12.884	5s	3s	184.9%	474.7 MB	4.5 GB	38.4 MB	2.2 MB
56	d6/169bf7	1277310	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BOWTIE2_ALIGN (4645)	COMPLETED	0	2022-02-14 13:00:17.886	12.9s	12s	1171.6%	171.6 MB	1.9 GB	213.1 MB	208.4 MB
57	15/fc4e1b	1278724	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_TRIM (4581)	COMPLETED	0	2022-02-14 13:00:30.820	7.2s	5s	143.7%	728.6 MB	4.6 GB	53.3 MB	2.2 MB
58	36/87fe07	1279340	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BOWTIE2_ALIGN (4581)	COMPLETED	0	2022-02-14 13:00:37.998	22.7s	22s	1179.4%	171.6 MB	1.9 GB	360.2 MB	358 MB
59	02/e648b0	1280984	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (4693)	COMPLETED	0	2022-02-14 13:01:00.710	898ms	0ms	324.1%	30.3 MB	5 GB	4.2 MB	4 MB
77	ee/e35e06	1281289	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (4693)	COMPLETED	0	2022-02-14 13:01:01.623	1s	0ms	127.3%	6.3 MB	220.8 MB	4.1 MB	4.9 KB
