chrom	start	end	coverage	sample
MN908947.3	0	200	0	4535
MN908947.3	200	400	0.48	4535
MN908947.3	400	600	4.53	4535
MN908947.3	600	800	10.74	4535
MN908947.3	800	1000	0.77	4535
MN908947.3	1000	1200	0.4	4535
MN908947.3	1200	1400	1.65	4535
MN908947.3	1400	1600	3	4535
MN908947.3	1600	1800	4.89	4535
MN908947.3	1800	2000	0.97	4535
MN908947.3	2000	2200	645.33	4535
MN908947.3	2200	2400	7254.37	4535
MN908947.3	2400	2600	1492.49	4535
MN908947.3	2600	2800	2.12	4535
MN908947.3	2800	3000	0.48	4535
MN908947.3	3000	3200	3.25	4535
MN908947.3	3200	3400	2.89	4535
MN908947.3	3400	3600	2.31	4535
MN908947.3	3600	3800	5.21	4535
MN908947.3	3800	4000	0	4535
MN908947.3	4000	4200	148.35	4535
MN908947.3	4200	4400	1016.54	4535
MN908947.3	4400	4600	9.3	4535
MN908947.3	4600	4800	0.72	4535
MN908947.3	4800	5000	1.38	4535
MN908947.3	5000	5200	0	4535
MN908947.3	5200	5400	0	4535
MN908947.3	5400	5600	0.25	4535
MN908947.3	5600	5800	2.68	4535
MN908947.3	5800	6000	0.94	4535
MN908947.3	6000	6200	0	4535
MN908947.3	6200	6400	5.37	4535
MN908947.3	6400	6600	0.78	4535
MN908947.3	6600	6800	0	4535
MN908947.3	6800	7000	0	4535
MN908947.3	7000	7200	0	4535
MN908947.3	7200	7400	0	4535
MN908947.3	7400	7600	0	4535
MN908947.3	7600	7800	191.77	4535
MN908947.3	7800	8000	338.29	4535
MN908947.3	8000	8200	346.98	4535
MN908947.3	8200	8400	191.48	4535
MN908947.3	8400	8600	0	4535
MN908947.3	8600	8800	0	4535
MN908947.3	8800	9000	0	4535
MN908947.3	9000	9200	0.84	4535
MN908947.3	9200	9400	51.87	4535
MN908947.3	9400	9600	63.88	4535
MN908947.3	9600	9800	376.37	4535
MN908947.3	9800	10000	465.27	4535
MN908947.3	10000	10200	393.58	4535
MN908947.3	10200	10400	22.86	4535
MN908947.3	10400	10600	0.53	4535
MN908947.3	10600	10800	1.23	4535
MN908947.3	10800	11000	2.99	4535
MN908947.3	11000	11200	0	4535
MN908947.3	11200	11400	4.59	4535
MN908947.3	11400	11600	10.42	4535
MN908947.3	11600	11800	3.25	4535
MN908947.3	11800	12000	2.22	4535
MN908947.3	12000	12200	12.48	4535
MN908947.3	12200	12400	3.99	4535
MN908947.3	12400	12600	1.75	4535
MN908947.3	12600	12800	9.79	4535
MN908947.3	12800	13000	4.63	4535
MN908947.3	13000	13200	7.78	4535
MN908947.3	13200	13400	0	4535
MN908947.3	13400	13600	3741.78	4535
MN908947.3	13600	13800	1748.91	4535
MN908947.3	13800	14000	231.65	4535
MN908947.3	14000	14200	1.37	4535
MN908947.3	14200	14400	2.05	4535
MN908947.3	14400	14600	0	4535
MN908947.3	14600	14800	0.55	4535
MN908947.3	14800	15000	0.72	4535
MN908947.3	15000	15200	2.93	4535
MN908947.3	15200	15400	2.26	4535
MN908947.3	15400	15600	12.51	4535
MN908947.3	15600	15800	1.71	4535
MN908947.3	15800	16000	0	4535
MN908947.3	16000	16200	2.94	4535
MN908947.3	16200	16400	76.03	4535
MN908947.3	16400	16600	336.44	4535
MN908947.3	16600	16800	3192.53	4535
MN908947.3	16800	17000	5999.65	4535
MN908947.3	17000	17200	17.2	4535
MN908947.3	17200	17400	3099.05	4535
MN908947.3	17400	17600	872.23	4535
MN908947.3	17600	17800	36.17	4535
MN908947.3	17800	18000	16.3	4535
MN908947.3	18000	18200	4.87	4535
MN908947.3	18200	18400	0.34	4535
MN908947.3	18400	18600	0.57	4535
MN908947.3	18600	18800	7.08	4535
MN908947.3	18800	19000	1.99	4535
MN908947.3	19000	19200	0	4535
MN908947.3	19200	19400	0	4535
MN908947.3	19400	19600	0.87	4535
MN908947.3	19600	19800	0.04	4535
MN908947.3	19800	20000	1601.67	4535
MN908947.3	20000	20200	2867.4	4535
MN908947.3	20200	20400	182.68	4535
MN908947.3	20400	20600	0.7	4535
MN908947.3	20600	20800	3.65	4535
MN908947.3	20800	21000	0.89	4535
MN908947.3	21000	21200	1.85	4535
MN908947.3	21200	21400	2.1	4535
MN908947.3	21400	21600	47.53	4535
MN908947.3	21600	21800	9.1	4535
MN908947.3	21800	22000	0	4535
MN908947.3	22000	22200	30.22	4535
MN908947.3	22200	22400	69.16	4535
MN908947.3	22400	22600	7.53	4535
MN908947.3	22600	22800	1.6	4535
MN908947.3	22800	23000	1.78	4535
MN908947.3	23000	23200	0.16	4535
MN908947.3	23200	23400	0.97	4535
MN908947.3	23400	23600	1.59	4535
MN908947.3	23600	23800	0.91	4535
MN908947.3	23800	24000	0.01	4535
MN908947.3	24000	24200	1.48	4535
MN908947.3	24200	24400	0	4535
MN908947.3	24400	24600	0.96	4535
MN908947.3	24600	24800	0	4535
MN908947.3	24800	25000	0	4535
MN908947.3	25000	25200	0	4535
MN908947.3	25200	25400	6.08	4535
MN908947.3	25400	25600	798.86	4535
MN908947.3	25600	25800	1072.96	4535
MN908947.3	25800	26000	0.68	4535
MN908947.3	26000	26200	3.71	4535
MN908947.3	26200	26400	2.12	4535
MN908947.3	26400	26600	3.78	4535
MN908947.3	26600	26800	3.92	4535
MN908947.3	26800	27000	0.84	4535
MN908947.3	27000	27200	0	4535
MN908947.3	27200	27400	0	4535
MN908947.3	27400	27600	0	4535
MN908947.3	27600	27800	2.28	4535
MN908947.3	27800	28000	3.86	4535
MN908947.3	28000	28200	3353.3	4535
MN908947.3	28200	28400	8980.34	4535
MN908947.3	28400	28600	3101.49	4535
MN908947.3	28600	28800	1212.53	4535
MN908947.3	28800	29000	33.76	4535
MN908947.3	29000	29200	4.44	4535
MN908947.3	29200	29400	34.38	4535
MN908947.3	29400	29600	725.19	4535
MN908947.3	29600	29800	2780.16	4535
MN908947.3	29800	29903	1576.22	4535
