chrom	start	end	coverage	sample
MN908947.3	0	200	0.67	3182
MN908947.3	200	400	0	3182
MN908947.3	400	600	0	3182
MN908947.3	600	800	199.46	3182
MN908947.3	800	1000	21.12	3182
MN908947.3	1000	1200	1.45	3182
MN908947.3	1200	1400	0.03	3182
MN908947.3	1400	1600	0	3182
MN908947.3	1600	1800	0	3182
MN908947.3	1800	2000	5.84	3182
MN908947.3	2000	2200	5.83	3182
MN908947.3	2200	2400	0	3182
MN908947.3	2400	2600	0	3182
MN908947.3	2600	2800	0	3182
MN908947.3	2800	3000	1.37	3182
MN908947.3	3000	3200	0.11	3182
MN908947.3	3200	3400	0	3182
MN908947.3	3400	3600	0	3182
MN908947.3	3600	3800	0	3182
MN908947.3	3800	4000	0	3182
MN908947.3	4000	4200	0.2	3182
MN908947.3	4200	4400	1.29	3182
MN908947.3	4400	4600	0	3182
MN908947.3	4600	4800	2	3182
MN908947.3	4800	5000	4.21	3182
MN908947.3	5000	5200	1.68	3182
MN908947.3	5200	5400	2.68	3182
MN908947.3	5400	5600	1.19	3182
MN908947.3	5600	5800	0.4	3182
MN908947.3	5800	6000	1.03	3182
MN908947.3	6000	6200	0	3182
MN908947.3	6200	6400	0	3182
MN908947.3	6400	6600	0	3182
MN908947.3	6600	6800	0	3182
MN908947.3	6800	7000	0	3182
MN908947.3	7000	7200	0	3182
MN908947.3	7200	7400	0	3182
MN908947.3	7400	7600	0	3182
MN908947.3	7600	7800	0.52	3182
MN908947.3	7800	8000	0	3182
MN908947.3	8000	8200	0	3182
MN908947.3	8200	8400	0	3182
MN908947.3	8400	8600	0	3182
MN908947.3	8600	8800	0	3182
MN908947.3	8800	9000	0	3182
MN908947.3	9000	9200	0	3182
MN908947.3	9200	9400	0	3182
MN908947.3	9400	9600	0	3182
MN908947.3	9600	9800	4.29	3182
MN908947.3	9800	10000	201.61	3182
MN908947.3	10000	10200	68.74	3182
MN908947.3	10200	10400	0.63	3182
MN908947.3	10400	10600	0.02	3182
MN908947.3	10600	10800	1.35	3182
MN908947.3	10800	11000	6.66	3182
MN908947.3	11000	11200	2.04	3182
MN908947.3	11200	11400	2.78	3182
MN908947.3	11400	11600	14.46	3182
MN908947.3	11600	11800	3.81	3182
MN908947.3	11800	12000	1.21	3182
MN908947.3	12000	12200	11.11	3182
MN908947.3	12200	12400	3.42	3182
MN908947.3	12400	12600	0.54	3182
MN908947.3	12600	12800	3.69	3182
MN908947.3	12800	13000	1.33	3182
MN908947.3	13000	13200	14.43	3182
MN908947.3	13200	13400	36.44	3182
MN908947.3	13400	13600	6.2	3182
MN908947.3	13600	13800	2.41	3182
MN908947.3	13800	14000	0	3182
MN908947.3	14000	14200	0	3182
MN908947.3	14200	14400	1.02	3182
MN908947.3	14400	14600	6.3	3182
MN908947.3	14600	14800	6.97	3182
MN908947.3	14800	15000	0	3182
MN908947.3	15000	15200	0	3182
MN908947.3	15200	15400	0	3182
MN908947.3	15400	15600	0.43	3182
MN908947.3	15600	15800	0.27	3182
MN908947.3	15800	16000	0	3182
MN908947.3	16000	16200	0	3182
MN908947.3	16200	16400	0	3182
MN908947.3	16400	16600	0	3182
MN908947.3	16600	16800	0.31	3182
MN908947.3	16800	17000	4.91	3182
MN908947.3	17000	17200	1.46	3182
MN908947.3	17200	17400	30.27	3182
MN908947.3	17400	17600	236.19	3182
MN908947.3	17600	17800	66.23	3182
MN908947.3	17800	18000	0	3182
MN908947.3	18000	18200	0	3182
MN908947.3	18200	18400	1.14	3182
MN908947.3	18400	18600	5.3	3182
MN908947.3	18600	18800	0.42	3182
MN908947.3	18800	19000	0	3182
MN908947.3	19000	19200	0	3182
MN908947.3	19200	19400	0	3182
MN908947.3	19400	19600	0	3182
MN908947.3	19600	19800	0	3182
MN908947.3	19800	20000	0	3182
MN908947.3	20000	20200	112.83	3182
MN908947.3	20200	20400	277.12	3182
MN908947.3	20400	20600	266.82	3182
MN908947.3	20600	20800	128.76	3182
MN908947.3	20800	21000	30.78	3182
MN908947.3	21000	21200	0.56	3182
MN908947.3	21200	21400	0.92	3182
MN908947.3	21400	21600	0	3182
MN908947.3	21600	21800	0	3182
MN908947.3	21800	22000	0	3182
MN908947.3	22000	22200	54.93	3182
MN908947.3	22200	22400	78.63	3182
MN908947.3	22400	22600	4.1	3182
MN908947.3	22600	22800	0	3182
MN908947.3	22800	23000	2.32	3182
MN908947.3	23000	23200	0.32	3182
MN908947.3	23200	23400	3.45	3182
MN908947.3	23400	23600	5.23	3182
MN908947.3	23600	23800	0.23	3182
MN908947.3	23800	24000	0	3182
MN908947.3	24000	24200	0	3182
MN908947.3	24200	24400	0	3182
MN908947.3	24400	24600	204.79	3182
MN908947.3	24600	24800	431.39	3182
MN908947.3	24800	25000	0.21	3182
MN908947.3	25000	25200	0	3182
MN908947.3	25200	25400	0	3182
MN908947.3	25400	25600	0	3182
MN908947.3	25600	25800	0	3182
MN908947.3	25800	26000	0	3182
MN908947.3	26000	26200	0	3182
MN908947.3	26200	26400	5.7	3182
MN908947.3	26400	26600	9.86	3182
MN908947.3	26600	26800	0.19	3182
MN908947.3	26800	27000	0	3182
MN908947.3	27000	27200	1384.27	3182
MN908947.3	27200	27400	1269.91	3182
MN908947.3	27400	27600	0	3182
MN908947.3	27600	27800	1.23	3182
MN908947.3	27800	28000	4.1	3182
MN908947.3	28000	28200	20.95	3182
MN908947.3	28200	28400	13.18	3182
MN908947.3	28400	28600	6.85	3182
MN908947.3	28600	28800	29.86	3182
MN908947.3	28800	29000	5.73	3182
MN908947.3	29000	29200	0	3182
MN908947.3	29200	29400	0	3182
MN908947.3	29400	29600	0	3182
MN908947.3	29600	29800	0	3182
