chrom	start	end	coverage	sample
MN908947.3	0	200	14.84	4534
MN908947.3	200	400	1541.79	4534
MN908947.3	400	600	9311.5	4534
MN908947.3	600	800	5833.44	4534
MN908947.3	800	1000	290.17	4534
MN908947.3	1000	1200	651.48	4534
MN908947.3	1200	1400	1142.79	4534
MN908947.3	1400	1600	2876.56	4534
MN908947.3	1600	1800	5444.19	4534
MN908947.3	1800	2000	1318.57	4534
MN908947.3	2000	2200	1423.95	4534
MN908947.3	2200	2400	7244.17	4534
MN908947.3	2400	2600	3125.91	4534
MN908947.3	2600	2800	217.79	4534
MN908947.3	2800	3000	14.12	4534
MN908947.3	3000	3200	24.09	4534
MN908947.3	3200	3400	1038.22	4534
MN908947.3	3400	3600	1541.01	4534
MN908947.3	3600	3800	831.52	4534
MN908947.3	3800	4000	269.5	4534
MN908947.3	4000	4200	476.26	4534
MN908947.3	4200	4400	506.24	4534
MN908947.3	4400	4600	2705.82	4534
MN908947.3	4600	4800	1974.98	4534
MN908947.3	4800	5000	865.05	4534
MN908947.3	5000	5200	603.45	4534
MN908947.3	5200	5400	349.92	4534
MN908947.3	5400	5600	4379.1	4534
MN908947.3	5600	5800	6335.42	4534
MN908947.3	5800	6000	2050.49	4534
MN908947.3	6000	6200	77.62	4534
MN908947.3	6200	6400	434.26	4534
MN908947.3	6400	6600	35.77	4534
MN908947.3	6600	6800	25.32	4534
MN908947.3	6800	7000	204.32	4534
MN908947.3	7000	7200	279.64	4534
MN908947.3	7200	7400	3.55	4534
MN908947.3	7400	7600	81.33	4534
MN908947.3	7600	7800	1712.74	4534
MN908947.3	7800	8000	2262.99	4534
MN908947.3	8000	8200	9602.78	4534
MN908947.3	8200	8400	3742.66	4534
MN908947.3	8400	8600	275.88	4534
MN908947.3	8600	8800	2737.52	4534
MN908947.3	8800	9000	2669.31	4534
MN908947.3	9000	9200	881.36	4534
MN908947.3	9200	9400	796.46	4534
MN908947.3	9400	9600	306.84	4534
MN908947.3	9600	9800	1988.01	4534
MN908947.3	9800	10000	2207.77	4534
MN908947.3	10000	10200	38.16	4534
MN908947.3	10200	10400	37.67	4534
MN908947.3	10400	10600	393.61	4534
MN908947.3	10600	10800	1129.08	4534
MN908947.3	10800	11000	147.97	4534
MN908947.3	11000	11200	16.96	4534
MN908947.3	11200	11400	174.87	4534
MN908947.3	11400	11600	722.8	4534
MN908947.3	11600	11800	3325.7	4534
MN908947.3	11800	12000	212.23	4534
MN908947.3	12000	12200	75.04	4534
MN908947.3	12200	12400	2359.74	4534
MN908947.3	12400	12600	6424.11	4534
MN908947.3	12600	12800	5653.2	4534
MN908947.3	12800	13000	936.12	4534
MN908947.3	13000	13200	596.31	4534
MN908947.3	13200	13400	1386.53	4534
MN908947.3	13400	13600	520.24	4534
MN908947.3	13600	13800	545.68	4534
MN908947.3	13800	14000	95.35	4534
MN908947.3	14000	14200	136.29	4534
MN908947.3	14200	14400	289.17	4534
MN908947.3	14400	14600	155.76	4534
MN908947.3	14600	14800	248.94	4534
MN908947.3	14800	15000	1838.53	4534
MN908947.3	15000	15200	1755.76	4534
MN908947.3	15200	15400	1878.32	4534
MN908947.3	15400	15600	4164.16	4534
MN908947.3	15600	15800	186.69	4534
MN908947.3	15800	16000	46.28	4534
MN908947.3	16000	16200	61.79	4534
MN908947.3	16200	16400	220.56	4534
MN908947.3	16400	16600	1141.68	4534
MN908947.3	16600	16800	9004.29	4534
MN908947.3	16800	17000	10831.37	4534
MN908947.3	17000	17200	2955.5	4534
MN908947.3	17200	17400	5195.27	4534
MN908947.3	17400	17600	1519.07	4534
MN908947.3	17600	17800	1470.2	4534
MN908947.3	17800	18000	2151.26	4534
MN908947.3	18000	18200	2791.15	4534
MN908947.3	18200	18400	13300.8	4534
MN908947.3	18400	18600	4372.57	4534
MN908947.3	18600	18800	289.25	4534
MN908947.3	18800	19000	48.88	4534
MN908947.3	19000	19200	6.41	4534
MN908947.3	19200	19400	4.23	4534
MN908947.3	19400	19600	4.25	4534
MN908947.3	19600	19800	13.53	4534
MN908947.3	19800	20000	47.74	4534
MN908947.3	20000	20200	202.48	4534
MN908947.3	20200	20400	1449.09	4534
MN908947.3	20400	20600	1270.99	4534
MN908947.3	20600	20800	339.71	4534
MN908947.3	20800	21000	291.25	4534
