chrom	start	end	coverage	sample
MN908947.3	0	200	387.61	4658
MN908947.3	200	400	2385.17	4658
MN908947.3	400	600	14666.81	4658
MN908947.3	600	800	11686.3	4658
MN908947.3	800	1000	2750.32	4658
MN908947.3	1000	1200	1596.03	4658
MN908947.3	1200	1400	1978.1	4658
MN908947.3	1400	1600	3849.13	4658
MN908947.3	1600	1800	9862.04	4658
MN908947.3	1800	2000	4748.5	4658
MN908947.3	2000	2200	4034.23	4658
MN908947.3	2200	2400	8194.7	4658
MN908947.3	2400	2600	3191.13	4658
MN908947.3	2600	2800	2170.05	4658
MN908947.3	2800	3000	1672.35	4658
MN908947.3	3000	3200	748.16	4658
MN908947.3	3200	3400	889.53	4658
MN908947.3	3400	3600	1572.22	4658
MN908947.3	3600	3800	1456.53	4658
MN908947.3	3800	4000	470.09	4658
MN908947.3	4000	4200	789.06	4658
MN908947.3	4200	4400	1578.21	4658
MN908947.3	4400	4600	3422.77	4658
MN908947.3	4600	4800	4594.92	4658
MN908947.3	4800	5000	5970.35	4658
MN908947.3	5000	5200	4840.56	4658
MN908947.3	5200	5400	1592.23	4658
MN908947.3	5400	5600	9731.04	4658
MN908947.3	5600	5800	17049.63	4658
MN908947.3	5800	6000	6519.16	4658
MN908947.3	6000	6200	1044.08	4658
MN908947.3	6200	6400	871.83	4658
MN908947.3	6400	6600	145.78	4658
MN908947.3	6600	6800	497.84	4658
MN908947.3	6800	7000	809.77	4658
MN908947.3	7000	7200	989.05	4658
MN908947.3	7200	7400	935.15	4658
MN908947.3	7400	7600	1670.09	4658
MN908947.3	7600	7800	2627.92	4658
MN908947.3	7800	8000	2999.26	4658
MN908947.3	8000	8200	15611.84	4658
MN908947.3	8200	8400	8383.72	4658
MN908947.3	8400	8600	2421.35	4658
MN908947.3	8600	8800	1862.08	4658
MN908947.3	8800	9000	3194.37	4658
MN908947.3	9000	9200	2560.91	4658
MN908947.3	9200	9400	882.44	4658
MN908947.3	9400	9600	1899.96	4658
MN908947.3	9600	9800	3707.79	4658
MN908947.3	9800	10000	3568.82	4658
MN908947.3	10000	10200	1791.39	4658
MN908947.3	10200	10400	1339.23	4658
MN908947.3	10400	10600	1006.99	4658
MN908947.3	10600	10800	1435.3	4658
MN908947.3	10800	11000	909.73	4658
MN908947.3	11000	11200	1267.46	4658
MN908947.3	11200	11400	5690.09	4658
MN908947.3	11400	11600	7522.47	4658
MN908947.3	11600	11800	1964.52	4658
MN908947.3	11800	12000	1979.08	4658
MN908947.3	12000	12200	1308.58	4658
MN908947.3	12200	12400	8425.81	4658
MN908947.3	12400	12600	7821.69	4658
MN908947.3	12600	12800	6319.33	4658
MN908947.3	12800	13000	2565.5	4658
MN908947.3	13000	13200	3933.11	4658
MN908947.3	13200	13400	7017.95	4658
MN908947.3	13400	13600	2315.05	4658
MN908947.3	13600	13800	1704.09	4658
MN908947.3	13800	14000	1140.89	4658
MN908947.3	14000	14200	952.01	4658
MN908947.3	14200	14400	1233.43	4658
MN908947.3	14400	14600	1599.21	4658
MN908947.3	14600	14800	1496.11	4658
MN908947.3	14800	15000	1754.71	4658
MN908947.3	15000	15200	2038.34	4658
MN908947.3	15200	15400	2980.13	4658
MN908947.3	15400	15600	3027.2	4658
MN908947.3	15600	15800	1564.92	4658
MN908947.3	15800	16000	2360.16	4658
MN908947.3	16000	16200	3922.26	4658
MN908947.3	16200	16400	4157.93	4658
MN908947.3	16400	16600	7502.62	4658
MN908947.3	16600	16800	12480.83	4658
MN908947.3	16800	17000	10962.26	4658
MN908947.3	17000	17200	5022.76	4658
MN908947.3	17200	17400	9107.86	4658
MN908947.3	17400	17600	4953.75	4658
MN908947.3	17600	17800	12081.42	4658
MN908947.3	17800	18000	11962.63	4658
MN908947.3	18000	18200	3795.07	4658
MN908947.3	18200	18400	5864.19	4658
MN908947.3	18400	18600	3805.74	4658
MN908947.3	18600	18800	1815.91	4658
MN908947.3	18800	19000	1726.99	4658
MN908947.3	19000	19200	1566.58	4658
MN908947.3	19200	19400	1039.36	4658
MN908947.3	19400	19600	1274.08	4658
MN908947.3	19600	19800	1850.93	4658
MN908947.3	19800	20000	5742.2	4658
MN908947.3	20000	20200	4155.21	4658
MN908947.3	20200	20400	3215.05	4658
MN908947.3	20400	20600	5626.83	4658
MN908947.3	20600	20800	2062.22	4658
MN908947.3	20800	21000	1446.94	4658
MN908947.3	21000	21200	2060.3	4658
MN908947.3	21200	21400	6511.61	4658
MN908947.3	21400	21600	12990.39	4658
MN908947.3	21600	21800	2203.33	4658
MN908947.3	21800	22000	710.83	4658
MN908947.3	22000	22200	770.15	4658
MN908947.3	22200	22400	497.18	4658
MN908947.3	22400	22600	328.21	4658
MN908947.3	22600	22800	529.13	4658
MN908947.3	22800	23000	1328.96	4658
MN908947.3	23000	23200	3677.71	4658
MN908947.3	23200	23400	3410.05	4658
MN908947.3	23400	23600	8343.38	4658
MN908947.3	23600	23800	9578.21	4658
MN908947.3	23800	24000	2751.45	4658
MN908947.3	24000	24200	3015.31	4658
MN908947.3	24200	24400	4592.77	4658
MN908947.3	24400	24600	2491.48	4658
MN908947.3	24600	24800	5635.36	4658
MN908947.3	24800	25000	1703.39	4658
MN908947.3	25000	25200	429.93	4658
MN908947.3	25200	25400	658.57	4658
MN908947.3	25400	25600	1536.15	4658
MN908947.3	25600	25800	1567.51	4658
MN908947.3	25800	26000	462.18	4658
MN908947.3	26000	26200	1317.09	4658
MN908947.3	26200	26400	1485.64	4658
MN908947.3	26400	26600	1870.91	4658
MN908947.3	26600	26800	5458.57	4658
MN908947.3	26800	27000	9045.67	4658
MN908947.3	27000	27200	1172.6	4658
MN908947.3	27200	27400	2022.24	4658
MN908947.3	27400	27600	1816.91	4658
MN908947.3	27600	27800	3195.2	4658
MN908947.3	27800	28000	3973.02	4658
MN908947.3	28000	28200	8848.34	4658
MN908947.3	28200	28400	14373.22	4658
MN908947.3	28400	28600	10437.14	4658
MN908947.3	28600	28800	10431.72	4658
MN908947.3	28800	29000	14691.52	4658
MN908947.3	29000	29200	10499.92	4658
MN908947.3	29200	29400	3959.71	4658
MN908947.3	29400	29600	16561.11	4658
MN908947.3	29600	29800	22501.17	4658
MN908947.3	29800	29903	8905.17	4658
