chrom	start	end	coverage	sample
MN908947.3	0	200	63.94	4662
MN908947.3	200	400	1065.48	4662
MN908947.3	400	600	7709.96	4662
MN908947.3	600	800	5672.19	4662
MN908947.3	800	1000	566.28	4662
MN908947.3	1000	1200	179.25	4662
MN908947.3	1200	1400	54.82	4662
MN908947.3	1400	1600	1015.53	4662
MN908947.3	1600	1800	5172.31	4662
MN908947.3	1800	2000	2555.62	4662
MN908947.3	2000	2200	1604.05	4662
MN908947.3	2200	2400	4677.89	4662
MN908947.3	2400	2600	1927.39	4662
MN908947.3	2600	2800	655.69	4662
MN908947.3	2800	3000	349.44	4662
MN908947.3	3000	3200	69.14	4662
MN908947.3	3200	3400	161.59	4662
MN908947.3	3400	3600	442.19	4662
MN908947.3	3600	3800	751.09	4662
MN908947.3	3800	4000	373.83	4662
MN908947.3	4000	4200	570.8	4662
MN908947.3	4200	4400	1032.97	4662
MN908947.3	4400	4600	1246.54	4662
MN908947.3	4600	4800	1198.81	4662
MN908947.3	4800	5000	995.44	4662
MN908947.3	5000	5200	899.44	4662
MN908947.3	5200	5400	474.54	4662
MN908947.3	5400	5600	5699.01	4662
MN908947.3	5600	5800	7898.94	4662
MN908947.3	5800	6000	2418.79	4662
MN908947.3	6000	6200	355.85	4662
MN908947.3	6200	6400	432.44	4662
MN908947.3	6400	6600	28.01	4662
MN908947.3	6600	6800	24.71	4662
MN908947.3	6800	7000	130.89	4662
MN908947.3	7000	7200	286.5	4662
MN908947.3	7200	7400	234.78	4662
MN908947.3	7400	7600	688.38	4662
MN908947.3	7600	7800	395.09	4662
MN908947.3	7800	8000	898.54	4662
MN908947.3	8000	8200	9494.28	4662
MN908947.3	8200	8400	4741.88	4662
MN908947.3	8400	8600	926.07	4662
MN908947.3	8600	8800	2313.06	4662
MN908947.3	8800	9000	3337.09	4662
MN908947.3	9000	9200	1998.43	4662
MN908947.3	9200	9400	493.93	4662
MN908947.3	9400	9600	861.68	4662
MN908947.3	9600	9800	1905.1	4662
MN908947.3	9800	10000	2065.68	4662
MN908947.3	10000	10200	299.5	4662
MN908947.3	10200	10400	514.53	4662
MN908947.3	10400	10600	1075.6	4662
MN908947.3	10600	10800	451.02	4662
MN908947.3	10800	11000	256.74	4662
MN908947.3	11000	11200	326.33	4662
MN908947.3	11200	11400	1425.6	4662
MN908947.3	11400	11600	2083.8	4662
MN908947.3	11600	11800	357.29	4662
MN908947.3	11800	12000	300.26	4662
MN908947.3	12000	12200	181.36	4662
MN908947.3	12200	12400	8368.47	4662
MN908947.3	12400	12600	6413.07	4662
MN908947.3	12600	12800	3190.75	4662
MN908947.3	12800	13000	433.97	4662
MN908947.3	13000	13200	1386.43	4662
MN908947.3	13200	13400	4195.49	4662
MN908947.3	13400	13600	1237.76	4662
MN908947.3	13600	13800	2369.8	4662
MN908947.3	13800	14000	756.38	4662
MN908947.3	14000	14200	373.19	4662
MN908947.3	14200	14400	393.34	4662
MN908947.3	14400	14600	204.41	4662
MN908947.3	14600	14800	272.35	4662
MN908947.3	14800	15000	1868.58	4662
MN908947.3	15000	15200	1934.99	4662
MN908947.3	15200	15400	2491.99	4662
MN908947.3	15400	15600	2315.74	4662
MN908947.3	15600	15800	332.26	4662
MN908947.3	15800	16000	692.65	4662
MN908947.3	16000	16200	634.4	4662
MN908947.3	16200	16400	1406.07	4662
MN908947.3	16400	16600	2861.68	4662
MN908947.3	16600	16800	5997.93	4662
MN908947.3	16800	17000	8740.41	4662
MN908947.3	17000	17200	2354.38	4662
MN908947.3	17200	17400	2965.12	4662
MN908947.3	17400	17600	1827.41	4662
MN908947.3	17600	17800	5255.94	4662
