chrom	start	end	coverage	sample
MN908947.3	0	200	3.29	4538
MN908947.3	200	400	3150.02	4538
MN908947.3	400	600	39198.27	4538
MN908947.3	600	800	20055.3	4538
MN908947.3	800	1000	57.32	4538
MN908947.3	1000	1200	523.7	4538
MN908947.3	1200	1400	343.55	4538
MN908947.3	1400	1600	979.55	4538
MN908947.3	1600	1800	2620.84	4538
MN908947.3	1800	2000	545.11	4538
MN908947.3	2000	2200	432.93	4538
MN908947.3	2200	2400	27.93	4538
MN908947.3	2400	2600	32.28	4538
MN908947.3	2600	2800	93.44	4538
MN908947.3	2800	3000	29.56	4538
MN908947.3	3000	3200	40.35	4538
MN908947.3	3200	3400	76.7	4538
MN908947.3	3400	3600	102.88	4538
MN908947.3	3600	3800	77.4	4538
MN908947.3	3800	4000	1.13	4538
MN908947.3	4000	4200	59.9	4538
MN908947.3	4200	4400	71.78	4538
MN908947.3	4400	4600	120.21	4538
MN908947.3	4600	4800	1454	4538
MN908947.3	4800	5000	2027.01	4538
MN908947.3	5000	5200	33.67	4538
MN908947.3	5200	5400	420.53	4538
MN908947.3	5400	5600	3614.23	4538
MN908947.3	5600	5800	7233.06	4538
MN908947.3	5800	6000	1551.86	4538
MN908947.3	6000	6200	87.62	4538
MN908947.3	6200	6400	7.93	4538
MN908947.3	6400	6600	0	4538
MN908947.3	6600	6800	0.76	4538
MN908947.3	6800	7000	10.88	4538
MN908947.3	7000	7200	42.25	4538
MN908947.3	7200	7400	65.19	4538
MN908947.3	7400	7600	344.53	4538
MN908947.3	7600	7800	340.95	4538
MN908947.3	7800	8000	211.63	4538
MN908947.3	8000	8200	44	4538
MN908947.3	8200	8400	118.71	4538
MN908947.3	8400	8600	512.91	4538
MN908947.3	8600	8800	151.24	4538
MN908947.3	8800	9000	5.04	4538
MN908947.3	9000	9200	37.38	4538
MN908947.3	9200	9400	52.26	4538
MN908947.3	9400	9600	465.26	4538
MN908947.3	9600	9800	1083.46	4538
MN908947.3	9800	10000	407.44	4538
MN908947.3	10000	10200	325.07	4538
MN908947.3	10200	10400	278.07	4538
MN908947.3	10400	10600	55.61	4538
MN908947.3	10600	10800	25.57	4538
MN908947.3	10800	11000	111.72	4538
MN908947.3	11000	11200	76.14	4538
